side_effect,compound
db01128,c0085605
db01238,c0017565
db00906,c0022107
db08901,c0033774
db01188,c0474378
db00490,c0013428
db00853,c0041834
db00869,c0042571
db00999,c0006145
db00667,c0240327
db00859,c0221264
db01059,c0151798
db01238,c0042134
db00864,c0008049
db00559,c0009806
db00484,c1142412
db01097,c0042109
db00589,c0017178
db00712,c0002792
db00537,c0014742
db06589,c0948594
db01072,c0018790
db01001,c0235906
db00967,c0235169
db00773,c0423791
db00185,c0338831
db01356,c0855329
db06290,c0013404
db00784,c0025290
db00278,c0151746
db01155,c0004936
db00286,c0000833
db00213,c0151578
db00437,c0243026
db00304,c0023903
db00746,c0151825
db00176,c0151888
db01126,c0855242
db00399,c0948048
db00370,c0439857
db00563,c0085633
db00727,c0151740
db00620,c0240417
db00694,c0085633
db00648,c0004134
db00744,c0858635
db00379,c0740425
db04845,c0232462
db00201,c0151692
db00501,c0027707
db00999,c0162287
db01043,c1368065
db08877,c0267792
db06237,c0392525
db01083,c0151824
db06705,c2748540
db01274,c0027765
db00275,c0027947
db00726,c0015230
db00541,c0011570
db00999,c0042023
db00679,c0004096
db00193,c0234458
db00773,c1443060
db01202,c0001925
db00395,c0041657
db00863,c0231218
db01137,c0151936
db01394,c0231528
db01238,c0016579
db01032,c0002878
db00969,c3263723
db00349,c0002622
db01142,c0151773
db00780,c0009421
db00313,c0476327
db00593,c0001824
db00204,c0012833
db00656,c0027051
db01263,c0014742
db06777,c3665347
db01438,c0017178
db01158,c0020538
db06684,c0232461
db01224,c0030305
db01215,c0030196
db06695,c0267792
db01238,c0014394
db00674,c0011206
db01039,c0042109
db00438,c0006840
db01410,c0037195
db00448,c0020458
db00740,c0233494
db00997,c0018926
db00496,c0043352
db00787,c0349506
db01356,c0028738
db01262,c0041912
db00293,c0027947
db00582,c0040264
db01057,c0042164
db00963,c0085636
db00694,c0340865
db00313,c0032460
db00440,c0038325
db08827,c1456329
db00684,c0042075
db01390,c0030252
db01120,c0027765
db00673,c0036572
db00297,c0030193
db01592,c0023218
db00770,c1142412
db00943,c0022281
db00695,c1318520
db00230,c0006384
db00859,c0017665
db00344,c0030312
db00950,c0042963
db00327,c0700590
db00721,c0020517
db00675,c0237849
db01265,c0348801
db00413,c0013456
db00246,c0013146
db08907,c0041969
db01224,c0025345
db00458,c0014457
db01410,c0029453
db01105,c0026848
db00746,c0235431
db01186,c0268105
db00286,c0036572
db00615,c0003862
db01165,c1963951
db00564,c0030554
db00804,c0231218
db01156,c0009421
db01175,c0041296
db00376,c0030583
db00811,c0151908
db01367,c0010709
db00035,c0021053
db00558,c0035435
db00966,c0022660
db06705,c0001122
db00552,c0019360
db01351,c0233494
db00649,c0021368
db00656,c0277589
db01558,c0004093
db01249,c0238201
db00294,c0030846
db00177,c1279945
db00588,c0521839
db00808,c0687707
db01192,c0027765
db00916,c0234925
db01060,c0011606
db00299,c0235827
db00789,c0041834
db01137,c0011991
db00831,c0022346
db01241,c2830004
db01197,c0235351
db01197,c0041349
db01041,c0041364
db01072,c0242339
db00656,c0233407
db08866,c0547030
db00544,c0854467
db01118,c0456909
db00313,c0549249
db00331,c0085649
db00181,c0028084
db06268,c0085614
db00656,c0012569
db00218,c0497201
db01156,c0018418
db00497,c0011206
db02638,c1412000
db00413,c3489393
db06777,c0027651
db01590,c0041834
db00755,c0016436
db00983,c0740304
db01068,c0392620
db00745,c0042401
db00982,c0241164
db01024,c0015967
db00675,c0020557
db00296,c0085612
db00422,c0003811
db08881,c0025202
db01624,c0038990
db00285,c0151538
db00465,c0149745
db00663,c0015230
db00938,c0239377
db00268,c0160390
db00193,c0162298
db00982,c0221717
db00286,c0042133
db00818,c0012569
db00224,c0014724
db00240,c0009450
db00722,c0850149
db08912,c0004604
db00762,c0006826
db00864,c0005779
db00338,c0040409
db01186,c0011334
db06288,c0020517
db00413,c0151636
db01039,c0003850
db00724,c0853714
db00209,c0151908
db00820,c0033774
db00717,c0000731
db00437,c0028961
db00213,c0085593
db00399,c0001824
db00399,c0392171
db00369,c0574067
db01186,c0030794
db00411,c0041657
db00290,c0003860
db00195,c0234632
db01590,c0040259
db01142,c0040034
db00402,c0085636
db01438,c0002878
db00928,c0000737
db00997,c0085624
db00910,c2830004
db00887,c0863147
db00543,c0002170
db01591,c0020517
db00268,c0033575
db00424,c1145670
db00176,c0235969
db00290,c1167791
db01208,c0264906
db01119,c0852810
db00014,c0035455
db00734,c0013132
db00752,c1443060
db00963,c0234632
db01211,c0574067
db00845,c0232462
db01586,c0031350
db00295,c0042373
db00536,c0016436
db05521,c1384353
db01039,c3263723
db01047,c0012833
db00396,c0013390
db00659,c0151736
db01004,c0019348
db08912,c0151878
db00512,c0340865
db00686,c0022346
db06268,c0547030
db00180,c0235710
db00603,c0034150
db00457,c0013144
db01590,c0035222
db00413,c0151825
db01175,c1384353
db00717,c0013922
db00448,c0949059
db09015,c0234146
db00313,c0040435
db00441,c0018965
db00960,c0042571
db01186,c0010692
db00906,c0007859
db00976,c0700590
db00790,c0037274
db00726,c0152198
db00323,c0338831
db00586,c0003873
db00176,c0232849
db00776,c0234975
db01324,c0015230
db00567,c0006145
db00972,c0041582
db00222,c3665347
db00635,c0029445
db01182,c0027339
db00359,c0003862
db00280,c0080274
db00741,c0521490
db00659,c0003467
db00091,c0037199
db04573,c0033774
db01162,c0011124
db00962,c0020433
db00936,c0013604
db01043,c0035078
db04844,c0013491
db01268,c0033774
db00215,c0235706
db01346,c0232493
db00564,c1096272
db00715,c0002884
db06817,c0021368
db00678,c0017152
db01215,c0040264
db08911,c0013378
db06772,c0021053
db00440,c0001824
db01254,c0017565
db00349,c0235146
db01263,c0036396
db00520,c0221752
db00535,c0009763
db00425,c0017160
db00834,c0020517
db01101,c0237849
db06701,c0233494
db00538,c0012569
db00656,c0011603
db00601,c0344232
db00879,c0151578
db00271,c0016382
db00888,c0028949
db08873,c0029134
db01024,c0242429
db01124,c0162533
db00528,c0231218
db08901,c0859978
db00223,c0162820
db00494,c0042571
db00834,c0221406
db01280,c0027765
db01156,c0037383
db06700,c0020517
db00878,c0038362
db00770,c0235063
db00230,c0151825
db01238,c0001807
db00303,c0042256
db01224,c0853697
db00673,c0278016
db00569,c0035078
db06772,c0032285
db01100,c0151818
db00320,c0020538
db01268,c0020453
db00244,c0231255
db00612,c0235522
db00303,c0150450
db06771,c0151827
db00523,c0028817
db01236,c0005940
db01275,c0031117
db00313,c0085605
db00537,c0027813
db00563,c0014457
db00232,c0262988
db00484,c0423153
db06699,c0030193
db00991,c0032285
db00625,c0040264
db00303,c1868855
db01236,c0043144
db00758,c0011603
db00523,c1527344
db00489,c0040479
db01043,c0522224
db00273,c0020651
db01275,c0033975
db00991,c0036572
db00215,c0278106
db04573,c0235890
db01095,c0004604
db01105,c0338831
db00906,c0019270
db00927,c0162830
db01268,c0854456
db01264,c0151766
db00180,c0041912
db01012,c0037274
db00332,c0687713
db00503,c0003862
db04573,c0027497
db00783,c0332563
db06207,c0855242
db00091,c0009421
db00370,c0948594
db01137,c1565662
db01229,c0242429
db00989,c0009676
db00629,c0027339
db00193,c0019158
db00454,c0231530
db00787,c0232462
db00489,c0011991
db00242,c0006849
db00603,c0235660
db00962,c0917801
db01060,c0687713
db00457,c0039231
db01263,c0151849
db00465,c0040264
db00402,c0162830
db00337,c0040425
db01142,c0393759
db04890,c0015230
db01142,c0004936
db01043,c0016655
db00285,c0041105
db00230,c0009806
db00904,c0014742
db00413,c1253936
db00305,c0030193
db00502,c0011168
db08901,c0031117
db00252,c2047937
db00997,c0042029
db08884,c0022660
db01016,c0281774
db01043,c0039070
db00343,c0009763
db00293,c0039239
db00484,c0020517
db00586,c0013456
db00749,c0497156
db00598,c0028084
db00432,c0234708
db00834,c0011603
db01583,c0020615
db00911,c0038990
db00268,c0028754
db05294,c0032285
db00688,c0010520
db00531,c0231218
db01294,c0085624
db01193,c0043094
db01046,c0018681
db01166,c0235431
db00673,c0030252
db00843,c0042963
db00674,c0015672
db01232,c0221032
db00230,c0235639
db00323,c0152020
db01242,c0438717
db00181,c0006826
db00715,c0151610
db00724,c2830004
db00876,c0038999
db00247,c0039231
db00601,c2830004
db00760,c0085631
db00537,c0231218
db06213,c0013378
db01656,c0017178
db00991,c0011991
db00659,c0027796
db00273,c0151662
db01023,c0549386
db00928,c1619712
db00484,c0863079
db01263,c0854095
db00964,c1384353
db00215,c0549397
db01041,c0018418
db00215,c0012569
db00362,c0267792
db00958,c0009450
db00248,c0031048
db00904,c0038450
db00783,c0002994
db00459,c0038814
db00341,c0011551
db00207,c0000737
db00295,c0043352
db01067,c0039070
db00200,c2047937
db01268,c0026946
db00528,c0011615
db00749,c0151539
db04845,c0013404
db00287,c1142112
db00492,c0040264
db01143,c0428977
db00755,c0018802
db00991,c0033687
db00887,c0008370
db00362,c0853926
db00584,c0041912
db01175,c0033575
db01175,c0015927
db00213,c0018926
db01137,c0522224
db00876,c0004604
db00130,c1443060
db01248,c0032584
db00624,c0152032
db01177,c0002792
db01157,c0040034
db00401,c0085649
db00734,c0041912
db00531,c0004509
db01167,c0011603
db00853,c0237849
db08884,c0010200
db01050,c0687713
db01059,c0040822
db00741,c0038358
db00218,c0155169
db01137,c0035455
db00934,c0040822
db00323,c0026946
db00213,c0423791
db00270,c0013404
db06148,c0043094
db00575,c2047937
db00397,c0520966
db04835,c0020517
db00268,c0016867
db00291,c0014742
db00362,c0009806
db00338,c0019151
db00458,c0027769
db01262,c0030312
db00555,c0014868
db00230,c0151479
db06204,c0011570
db00494,c0851578
db01137,c0085636
db00275,c0020433
db00705,c0687713
db00486,c0030554
db00370,c0022346
db00916,c0042109
db00705,c0018965
db00337,c0013390
db00480,c0020538
db00176,c0020651
db00472,c0043094
db00195,c0027769
db00270,c0042109
db00492,c0014724
db00540,c0241934
db00287,c0022568
db00492,c0040822
db00789,c0858635
db01008,c0013428
db04835,c0011053
db00268,c1384666
db00268,c0011603
db06414,c0948089
db00818,c0041834
db00695,c0037274
db00710,c0851341
db00312,c0428977
db00360,c0232492
db00882,c0027651
db01409,c0017675
db01166,c0750394
db01340,c0231218
db00437,c0016204
db00700,c0234215
db01073,c0232459
db00659,c0085636
db01182,c0005758
db01222,c0036974
db00619,c0238198
db00264,c0242429
db00572,c0034063
db00982,c0027424
db01409,c0000737
db01600,c0003467
db00422,c0034882
db01165,c0038450
db01050,c0235146
db00877,c0004144
db00188,c0525045
db00908,c0029124
db01219,c0015376
db00283,c0042963
db01263,c0041969
db00722,c0042963
db00285,c0151580
db01356,c0232292
db01165,c0442874
db01222,c0027765
db00178,c0000737
db00564,c0853019
db00215,c0015806
db01100,c0037036
db01068,c0014591
db04835,c0877192
db00381,c0027769
db00332,c0013395
db01171,c0016382
db00247,c0032617
db00454,c0020651
db00459,c0392162
db01162,c0015672
db00242,c0027813
db06637,c0003467
db00943,c2364111
db00563,c0751495
db00209,c0039070
db00370,c0011606
db00332,c0003864
db01262,c0034065
db01162,c0042024
db00784,c0003811
db00877,c0022658
db00590,c0600142
db02300,c0162834
db00734,c0005779
db01073,c0002880
db00203,c0028081
db00492,c0032617
db00224,c0017152
db00724,c0031350
db00722,c0003862
db00972,c0015395
db00966,c0013604
db00291,c0009676
db00855,c0241166
db01065,c0018520
db00268,c0151661
db00445,c0877153
db00734,c0085593
db00674,c0023222
db00519,c0027947
db01175,c0015408
db00876,c0011603
db01416,c0018099
db01211,c0151662
db00540,c0030312
db00481,c0009450
db06705,c0085606
db01137,c0038450
db00864,c0349506
db00273,c0151888
db01235,c0005758
db01234,c0026113
db00313,c2830004
db00704,c0001339
db01053,c0007642
db00328,c0221490
db01590,c0877517
db00218,c0740394
db00770,c0476273
db01346,c0858277
db00575,c1325847
db01101,c0024137
db01101,c0857496
db00193,c3665624
db01024,c0041969
db01165,c1565489
db00273,c0007222
db00461,c0003467
db00584,c0030252
db01037,c0520966
db00983,c0031085
db00213,c0022650
db01254,c0151601
db01238,c0426959
db00594,c0000737
db00262,c0006840
db00715,c0006147
db00268,c0042514
db00712,c0267596
db01037,c0021122
db04835,c0392699
db00495,c0026848
db01375,c0220870
db00285,c0029261
db00997,c0235818
db00396,c0015230
db00377,c0428977
db01416,c0038814
db00936,c0042109
db04573,c0014173
db00484,c0009766
db00551,c0040046
db00726,c0028643
db00909,c2047937
db00977,c0013390
db00537,c0267792
db00461,c0020456
db00734,c0858635
db00995,c0000737
db00361,c0009782
db00130,c0008031
db00740,c0015397
db01267,c0038999
db00869,c0003123
db00499,c0041834
db00130,c0030305
db08990,c0020625
db01080,c1443060
db00159,c0011603
db01229,c0085436
db01580,c0917801
db08901,c0520547
db01367,c0035305
db01037,c0085610
db00448,c0019521
db00270,c0020649
db00727,c0853714
db00375,c0008325
db00203,c0039103
db00367,c0151908
db00367,c0015397
db00484,c0023380
db00433,c0002792
db04844,c0003467
db01137,c0011606
db00175,c0233794
db00273,c1536075
db00608,c0002792
db00776,c0085584
db01156,c0029927
db01168,c0019825
db00559,c0026857
db00731,c0149904
db00834,c0016199
db06701,c0031212
db08912,c0497365
db01186,c0038454
db01242,c0235901
db05294,c0023067
db00843,c0007785
db00736,c0011603
db00207,c0003467
db00962,c0003467
db08873,c0020649
db00448,c0018099
db00669,c0877095
db00779,c0030554
db00734,c0920289
db00964,c0030252
db00531,c0004093
db00996,c0344232
db05812,c0028734
db01043,c0042487
db00996,c0558489
db00261,c0013362
db00921,c0009450
db00669,c0021053
db00588,c0030193
db00268,c0750876
db01219,c0027769
db00304,c0002170
db08947,c0025287
db02638,c0030232
db01238,c0019348
db00672,c0020175
db08873,c0004238
db00216,c0948089
db01004,c0003864
db00273,c0750394
db00252,c0243026
db00615,c0027497
db01583,c0039621
db06817,c0006625
db00407,c2242582
db00881,c0948594
db00091,c0013378
db00315,c0438716
db00313,c0687133
db00188,c0042024
db01583,c0033845
db00808,c0235818
db00612,c0600142
db01409,c0015397
db00909,c0160390
db00999,c0687713
db00877,c0009450
db06705,c0042109
db00715,c0005586
db00979,c0152227
db00541,c0019156
db00448,c0033247
db00413,c0855247
db01101,c0221776
db01238,c0026640
db01219,c0231528
db01037,c0042769
db00658,c0000731
db00331,c1443060
db00634,c0033774
db06709,c0042963
db00811,c0042251
db00709,c0011581
db01233,c0042514
db00814,c0349506
db00884,c0009782
db01232,c0031350
db01101,c0151872
db01208,c0011616
db01205,c0033774
db01210,c0859996
db00437,c0333355
db01294,c1443060
db00678,c0085631
db00949,c0020488
db00246,c0267596
db00627,c0011603
db00588,c0220870
db01420,c0019080
db00460,c0021053
db00538,c0948525
db00864,c0019572
db00631,c0085593
db00480,c0031256
db01022,c0240840
db00920,c0162285
db00492,c2047937
db00877,c0042963
db00704,c0031350
db08932,c0042373
db00715,c0039231
db01044,c0151746
db01627,c0002874
db00252,c0151828
db06414,c0014742
db00722,c0043094
db01611,c0422974
db00425,c0018524
db01041,c0151838
db00563,c0031039
db04835,c0151576
db00370,c0544618
db00843,c0086439
db00603,c0037822
db01148,c0009676
db00451,c0010278
db00908,c0011053
db06216,c0152198
db00361,c0014130
db00328,c0234962
db00997,c0034882
db00669,c0042963
db00989,c0025281
db00820,c0004093
db00468,c0005940
db00459,c0162830
db00555,c0009806
db00394,c0235259
db08934,c0037274
db01001,c1527344
db00982,c0232462
db01006,c0025061
db00286,c0574067
db00335,c0039231
db00359,c0151579
db06268,c0018808
db01132,c0007787
db00327,c0009450
db00248,c0006277
db08884,c0038454
db00619,c0237849
db01254,c0281982
db00346,c0020649
db00369,c0151723
db01200,c0033975
db01248,c0024312
db00572,c0080274
db00482,c0744727
db01197,c2047937
db01167,c0002994
db01595,c0040409
db01356,c0000737
db00446,c0018681
db00648,c0149904
db00438,c0236075
db01611,c0086525
db00352,c0022346
db00495,c0232849
db00924,c0017152
db00732,c0002792
db00313,c0151315
db01586,c0851578
db01072,c0019196
db00285,c0001807
db01401,c0040264
db00014,c0005826
db00211,c0080274
db00573,c0040822
db01610,c2047937
db00448,c0434437
db00188,c0004239
db00541,c0009450
db01112,c0877322
db06594,c0338831
db00537,c0014591
db00331,c0009806
db00814,c0542571
db00520,c0151763
db00603,c0232459
db01202,c0424000
db00215,c0025323
db01043,c0232849
db00296,c0152154
db00476,c0027765
db01100,c0017566
db00997,c0333494
db00332,c0021400
db00809,c0013604
db00778,c0023052
db00582,c0221242
db00220,c0030193
db00035,c0231528
db00697,c0013604
db00215,c0022660
db00203,c0027497
db01175,c0033774
db00998,c3665386
db00369,c0042165
db00943,c0239739
db00402,c0002994
db01073,c0003123
db00297,c0007859
db00577,c0004604
db00373,c0020517
db00182,c0042109
db01006,c0016382
db00185,c0007117
db01234,c0015230
db06268,c0041969
db00537,c0542571
db00736,c0038362
db00960,c0011570
db00497,c0014724
db00975,c0042510
db00586,c0023067
db00450,c0011570
db00734,c0522224
db00322,c0022116
db04572,c0003862
db01165,c0162429
db00542,c0011603
db00700,c2979982
db01611,c0151907
db00983,c2607914
db00906,c0002962
db01590,c0242339
db01008,c0018926
db00674,c0151825
db00989,c0424295
db01083,c0003467
db00927,c0151908
db00515,c0031542
db00502,c0020517
db06817,c0020456
db01254,c0002962
db00231,c0021141
db04861,c0948089
db01068,c0017152
db00425,c0151772
db00790,c0032617
db02638,c0235248
db00275,c0035455
db06212,c0947999
db00949,c0002871
db00790,c0023518
db00989,c0030252
db01406,c0027769
db01261,c0037011
db00419,c0232462
db08916,c0038362
db05630,c0035078
db01115,c0014724
db00611,c0011253
db00536,c0149937
db01267,c0013362
db06589,c0235378
db01213,c0438717
db00945,c0015230
db00225,c0020458
db01183,c0036973
db00811,c0034155
db00962,c0020443
db00497,c0017675
db00601,c0013378
db00569,c0022660
db01032,c0232462
db00734,c0151490
db01004,c0027441
db00937,c0013144
db00471,c0085631
db00755,c0221717
db01041,c0013378
db00014,c0013144
db00582,c0028961
db00790,c0002994
db00758,c0151766
db00977,c2225524
db00520,c0040046
db00282,c1260880
db00603,c0853945
db00717,c1291077
db01267,c0038454
db06589,c0948008
db00552,c0235431
db00778,c0042109
db00322,c0009450
db01172,c0030554
db01356,c0029124
db00673,c0038325
db01624,c0424295
db06702,c0025061
db01137,c0006840
db00959,c2586050
db00787,c0027765
db00943,c0000737
db00779,c0085932
db01032,c0027497
db01238,c0242422
db00244,c0033860
db00495,c0020453
db01198,c0019209
db01033,c0002170
db04839,c0700590
db01204,c1287298
db00685,c0029408
db00908,c0235378
db00495,c1325847
db00459,c0151692
db01020,c0034642
db00964,c0917801
db01097,c0151907
db00193,c0036974
db01050,c0151539
db01032,c0020517
db01182,c0497156
db00035,c0233494
db00327,c0549209
db00246,c0016867
db00185,c0149931
db01020,c0232462
db01261,c0042963
db00905,c0151601
db00860,c0917801
db00280,c0039070
db00998,c0015967
db00658,c0687713
db01129,c0009763
db01262,c0231218
db00563,c0011071
db08866,c0149931
db01043,c0017181
db00629,c0019270
db00564,c0004936
db01009,c0019079
db01175,c0034150
db06809,c0424810
db01083,c0404521
db00736,c0020625
db01165,c0015371
db00625,c0015967
db00396,c0031117
db01232,c0015397
db00813,c0015967
db00627,c0332575
db00588,c0149725
db06817,c0852913
db01004,c0085682
db00790,c0428977
db00230,c0013428
db08881,c0011603
db00741,c0043094
db00818,c0015672
db00977,c0009782
db00231,c1443060
db00344,c0028734
db00990,c0014742
db01218,c0042963
db01008,c0020649
db00389,c0033774
db01080,c0233414
db00328,c0020538
db08873,c3665347
db01008,c0021359
db00734,c0018418
db00668,c0700590
db00686,c0003123
db05812,c0032285
db00673,c0009450
db01104,c0020649
db01254,c0019372
db00493,c0015967
db01142,c0037763
